doc id: 10, Sim: 0.0 0.0 0.0 0.08243422273252649 0.087529732808993 0.0 0.0 0.044713097752693685 0.030200256899034925 0.11759278462582791 1.0 0.07063796591707952 0.13567112844712892 0.08984549722955121 0.09296710402907575 0.02252873887309635 0.0 0.0 0.021440237299580736 0.13573222395687545 0.06858727614779495 0.048472009245147746 0.11559774455751712 0.0 0.06118167209796698 0.16108559135850242 0.07240807414407097
doc id: 11, Sim: 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06672519547571623 0.04744167064156674 0.07063796591707952 1.0 0.14487030000763199 0.11633437295478707 0.0 0.0 0.0 0.0 0.0 0.10527501022267696 0.0324474949250572 0.0 0.0 0.0 0.0 0.052352296774051434 0.0
doc id: 12, Sim: 0.0 0.0309413104836086 0.015298782675432294 0.1069320992595814 0.07759102769400279 0.0 0.0 0.06937486121095376 0.08103354654269597 0.14080692456601973 0.13567112844712892 0.14487030000763199 1.0000000000000004 0.14239770791662296 0.08121141077556303 0.020795159986379902 0.0 0.0 0.05924361199904296 0.1674603611606884 0.18608791056667237 0.09925453141573125 0.05161609326029691 0.02341595569998757 0.06147980908308706 0.15638701035802277 0.07197483565436621
doc id: 13, Sim: 0.0 0.0 0.008754388832754268 0.07188822089242991 0.07967244798513787 0.028346656111981394 0.0 0.0474350744795123 0.06631614040806204 0.09160748219458414 0.08984549722955121 0.11633437295478707 0.14239770791662296 0.9999999999999997 0.10180119778001306 0.04381653931760316 0.0 0.0 0.01177004712157433 0.17246695746747048 0.05824022021932731 0.04026740773918211 0.04718791160719296 0.0 0.10545657337640998 0.19705997574880335 0.12958302495670182
doc id: 14, Sim: 0.0 0.0 0.0 0.07087623292801978 0.12462901661713711 0.0 0.12858653069627837 0.017807848871428653 0.0581272829038407 0.044620138794252244 0.09296710402907575 0.0 0.08121141077556303 0.10180119778001306 1.0000000000000002 0.02749224667053422 0.0 0.0 0.09257557037083378 0.19894303616829784 0.17164518705288084 0.10462115300268823 0.08429321843789896 0.0 0.15704050009488793 0.2821500347342908 0.233001953003939
doc id: 15, Sim: 0.0 0.0 0.0150095914951742 0.040145587439653116 0.07464655301820253 0.048600963085296676 0.0 0.09359104636917777 0.0 0.09488740775071319 0.02252873887309635 0.0 0.020795159986379902 0.04381653931760316 0.02749224667053422 1.0 0.0 0.0 0.13221949531098579 0.02026512825639049 0.07042406073547956 0.04803220132630683 0.02858382799483635 0.0 0.0 0.06514732845049716 0.01821415443219565
doc id: 16, Sim: 0.0 0.0 0.0 0.030965362323932596 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.1065471904326706 0.0 0.0 0.0 0.061627905825855714 0.08094573021355346 0.05868339212447374 0.06294321207593538 0.0 0.0
doc id: 17, Sim: 0.0 0.0 0.0 0.03237551590936933 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1065471904326706 1.0 0.11949928990308296 0.049705915824992335 0.0 0.06443442271573303 0.0846319752021424 0.12271163343522412 0.0 0.03576338746835021 0.08483256736631237
doc id: 18, Sim: 0.0 0.0 0.0 0.036870578187534093 0.03372386530442069 0.09250550484930091 0.0 0.015778940372852938 0.0 0.0287992629243534 0.021440237299580736 0.0 0.05924361199904296 0.01177004712157433 0.09257557037083378 0.13221949531098579 0.0 0.11949928990308296 1.0 0.06296308742622168 0.04914361019481315 0.04571147103520563 0.02720276792197827 0.11597036643908634 0.0 0.0924066847636357 0.09100084004541308
doc id: 19, Sim: 0.0 0.0 0.0 0.12046336985204234 0.07783924311100476 0.02252156170633906 0.0 0.0842578059945392 0.05626104022986601 0.10614612428217951 0.13573222395687545 0.10527501022267696 0.1674603611606884 0.17246695746747048 0.19894303616829784 0.02026512825639049 0.0 0.049705915824992335 0.06296308742622168 1.0 0.14707077674857078 0.07457627537042644 0.062134350213684034 0.027376712022335 0.1488607803750499 0.27672536316371804 0.21297584291544056
doc id: 20, Sim: 0.0 0.0 0.012515034106126609 0.08430876927471201 0.08186793408151327 0.0 0.0 0.039221432071093916 0.0 0.10818601147750606 0.06858727614779495 0.0324474949250572 0.18608791056667237 0.05824022021932731 0.17164518705288084 0.07042406073547956 0.0 0.0 0.04914361019481315 0.14707077674857078 1.0 0.11966132344095554 0.05488808213237012 0.0 0.09099016228876397 0.2529073264763174 0.19532938545897857
doc id: 21, Sim: 0.0 0.0 0.035336790387526205 0.13053279567485873 0.03636804527283514 0.0 0.0 0.04367554507074179 0.0 0.09991677463723644 0.048472009245147746 0.0 0.09925453141573125 0.04026740773918211 0.10462115300268823 0.04803220132630683 0.061627905825855714 0.06443442271573303 0.04571147103520563 0.07457627537042644 0.11966132344095554 1.0000000000000002 0.1337682270836418 0.07571069999073901 0.013620910841913806 0.1309054955879017 0.04392632049917273
doc id: 22, Sim: 0.0 0.0 0.0 0.08070298244931504 0.11105525440813871 0.0 0.0 0.035016067657153316 0.0 0.059459546853378925 0.11559774455751712 0.0 0.05161609326029691 0.04718791160719296 0.08429321843789896 0.02858382799483635 0.08094573021355346 0.0846319752021424 0.02720276792197827 0.062134350213684034 0.05488808213237012 0.1337682270836418 1.0000000000000002 0.046613067570228324 0.059735070147608815 0.17257832931246883 0.08895709761258415
doc id: 23, Sim: 0.0 0.0 0.0 0.07846090891422199 0.0 0.0413482157954987 0.0 0.025385670418447425 0.0 0.037604249752198345 0.0 0.0 0.02341595569998757 0.0 0.0 0.0 0.05868339212447374 0.12271163343522412 0.11597036643908634 0.027376712022335 0.0 0.07571069999073901 0.046613067570228324 1.0 0.0 0.09102421024409423 0.11609821008162549
doc id: 24, Sim: 0.0 0.0 0.0 0.07281774845285502 0.08626900062731392 0.03247785799002961 0.0 0.028693730309202792 0.03722284276232469 0.031620421787956286 0.06118167209796698 0.0 0.06147980908308706 0.10545657337640998 0.15704050009488793 0.0 0.06294321207593538 0.0 0.0 0.1488607803750499 0.09099016228876397 0.013620910841913806 0.059735070147608815 0.0 1.0000000000000002 0.26072226617836486 0.1464857683157249
doc id: 25, Sim: 0.0 0.0 0.01318526569379343 0.18947093147442493 0.18779907092291193 0.06497787012913425 0.0 0.10928971870457384 0.06756189490103355 0.13107500596065483 0.16108559135850242 0.052352296774051434 0.15638701035802277 0.19705997574880335 0.2821500347342908 0.06514732845049716 0.0 0.03576338746835021 0.0924066847636357 0.27672536316371804 0.2529073264763174 0.1309054955879017 0.17257832931246883 0.09102421024409423 0.26072226617836486 1.0000000000000002 0.32812403838824195
doc id: 26, Sim: 0.0 0.0 0.005070244113565966 0.09408750697931884 0.08584990045318129 0.04712718755431123 0.0 0.07507030824081849 0.02319748534276775 0.07858086551554615 0.07240807414407097 0.0 0.07197483565436621 0.12958302495670182 0.233001953003939 0.01821415443219565 0.0 0.08483256736631237 0.09100084004541308 0.21297584291544056 0.19532938545897857 0.04392632049917273 0.08895709761258415 0.11609821008162549 0.1464857683157249 0.32812403838824195 0.9999999999999999
